PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1628970,2018-19,00,0,CHA,21.0,444,339,13776,2645,5751,0.45992001391,788,2320,0.339655172413,1012,1221,0.828828828828,490,2263,2753,1207,335,306,705,830,7090
