PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
202730,2011-12,00,0,PHI,23.0,388,87,6904,828,1758,0.470989761092,2,15,0.133333333333,189,277,0.682310469314,715,1128,1843,384,120,214,257,706,1847
