PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
76253,1962-63,00,0,STL,24.0,926,,30878,4181,9463,0.441826059389,,,,2650,3824,0.692991631799,257,376,11054,2553,69,36,,3375,11012
