PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
76022,1993-94,00,0,MIA,24.0,11,0,55,8,14,0.571428571428,0,0,0.0,3,9,0.333333333333,7,8,15,2,3,0,8,10,19
