PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
149,1985-86,00,0,SAC,23.0,653,510,20446,3257,7849,0.414957319403,949,2857,0.33216660833,2158,2543,0.84860401101,416,1484,1900,4209,1081,67,1402,1193,9621
