PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
76012,1970-71,00,0,SDR,23.0,487,,12407,1682,4186,0.401815575728,,,,872,1180,0.738983050847,364,844,2732,869,283,55,,1591,4236
