PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
680,1995-96,00,0,CLE,25.0,294,93,4812,663,1646,0.402794653705,1,13,0.076923076923,510,760,0.671052631578,230,542,772,228,90,94,386,499,1837
