PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2056,2001-02,00,0,IND,22.0,342,214,6191,1012,2034,0.497541789577,1,6,0.166666666666,427,609,0.701149425287,563,764,1327,179,69,134,274,730,2452
