PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
76262,1981-82,00,0,SDC,24.0,121,19,1493,256,577,0.443674176776,12,45,0.266666666666,95,127,0.748031496062,94,88,182,222,75,22,126,202,619
