PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,Season,Team_Wins,Draft_Pick,Season_End_Year,winner
203078,Bradley Beal,Bradley,1610612764,WAS,20.0,56,21,35,0.375,31.2,5.0,12.3,0.41,1.6,4.2,0.386,2.2,2.8,0.786,0.8,3.0,3.8,2.4,1.6,0.9,0.5,0.8,2.0,1.9,13.9,-1.6,24.7,3,0,24.6,30,34,26,53,2,4,3,45,2,2,13,5,5,21,27,8,13,8,4,7,13,5,11,10,3,45,3,10,1,3,1,2012-13,,,2013,0
203148,Brian Roberts,Brian,1610612740,NOH,27.0,78,26,52,0.333,17.0,2.7,6.6,0.417,0.8,2.0,0.386,0.9,1.0,0.909,0.2,1.0,1.2,2.8,0.9,0.5,0.0,0.4,1.4,1.4,7.1,-2.2,13.4,2,0,12.9,5,23,7,61,21,15,12,43,11,14,12,23,30,6,54,48,51,7,22,26,60,20,35,14,15,63,18,12,1,19,1,2012-13,,,2013,0
203142,Chris Copeland,Chris,1610612752,NYK,29.0,56,38,18,0.679,15.4,3.3,6.8,0.479,1.1,2.5,0.421,1.1,1.5,0.759,0.6,1.5,2.1,0.5,0.9,0.3,0.2,0.6,1.9,1.3,8.7,1.0,12.6,0,0,13.3,30,7,45,13,26,12,11,20,4,6,8,11,16,28,35,34,32,47,24,45,35,12,18,17,9,8,20,26,1,16,1,2012-13,,,2013,0
203187,Chris Johnson,Chris,1610612763,MEM,23.0,8,4,4,0.5,12.8,1.4,3.1,0.44,0.8,2.3,0.333,0.1,0.3,0.5,0.6,0.8,1.4,0.3,0.4,0.5,0.0,0.4,0.6,0.3,3.6,4.5,6.8,0,0,7.0,69,68,66,33,36,40,44,28,12,11,24,72,69,65,33,55,50,63,63,23,63,22,61,69,40,1,49,26,1,46,1,2012-13,,,2013,0
203203,Chris Wright,Chris,1610612742,DAL,23.0,3,2,1,0.667,1.5,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,-2.7,0.3,0,0,0.7,75,76,74,14,77,74,77,12,52,65,52,73,73,73,72,77,78,76,65,72,63,69,76,62,76,71,78,26,1,78,1,2012-13,,,2013,0
203081,Damian Lillard,Damian,1610612757,POR,22.0,82,33,49,0.402,38.6,6.7,15.7,0.429,2.3,6.1,0.368,3.3,3.9,0.844,0.5,2.6,3.1,6.5,3.0,0.9,0.2,1.0,2.1,3.4,19.0,-0.8,33.0,7,0,33.2,1,9,8,48,1,1,1,38,1,1,19,1,1,9,38,13,19,1,1,5,30,3,9,1,1,29,1,4,1,1,1,2012-13,,,2013,1
203130,Darius Johnson-Odom,Darius,1610612747,LAL,23.0,4,4,0,1.0,1.4,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.8,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.6,0,0,1.3,74,68,77,1,78,78,73,78,52,47,52,73,73,73,53,55,54,63,76,72,63,69,76,75,78,55,75,26,1,77,1,2012-13,,,2013,0
203121,Darius Miller,Darius,1610612740,NOH,23.0,52,14,38,0.269,13.3,0.8,2.1,0.407,0.4,1.1,0.393,0.2,0.2,1.0,0.2,1.3,1.5,0.8,0.4,0.3,0.2,0.1,1.7,0.4,2.3,-1.1,6.6,0,0,6.2,33,49,19,68,33,59,59,47,26,30,11,69,72,1,59,39,49,29,57,39,31,67,25,57,57,39,50,26,1,50,1,2012-13,,,2013,0
203199,DeQuan Jones,DeQuan,1610612753,ORL,23.0,63,14,49,0.222,12.7,1.5,3.5,0.436,0.1,0.6,0.257,0.5,0.8,0.667,0.3,1.4,1.7,0.3,0.5,0.3,0.3,0.2,0.9,0.7,3.7,-2.8,7.6,0,0,7.1,21,49,8,74,37,36,37,33,40,39,40,40,39,42,50,38,44,62,54,41,24,53,53,39,39,73,44,26,1,45,1,2012-13,,,2013,0
203197,Diante Garrett,Diante,1610612756,PHX,24.0,19,3,16,0.158,7.9,0.8,2.6,0.327,0.2,0.8,0.2,0.3,0.5,0.5,0.3,0.5,0.8,1.6,0.8,0.5,0.0,0.2,0.3,0.4,2.1,-2.5,6.2,0,0,5.7,59,73,51,76,55,60,52,73,38,35,46,60,57,65,51,65,62,12,26,22,63,51,74,60,59,66,51,26,1,53,1,2012-13,,,2013,0
203079,Dion Waiters,Dion,1610612739,CLE,21.0,61,20,41,0.328,28.8,5.5,13.4,0.412,1.0,3.3,0.31,2.6,3.5,0.746,0.4,2.1,2.4,3.0,2.0,1.0,0.3,1.1,1.9,2.5,14.7,-2.5,23.8,0,0,23.6,24,36,14,63,4,2,2,44,5,4,30,3,3,34,45,19,25,4,2,4,28,2,19,4,2,67,5,26,1,4,1,2012-13,,,2013,0
202700,Donatas Motiejunas,Donatas,1610612745,HOU,22.0,44,27,17,0.614,12.2,2.2,4.8,0.455,0.5,1.9,0.289,0.7,1.2,0.627,0.8,1.3,2.1,0.7,0.8,0.2,0.2,0.2,1.7,1.3,5.7,0.9,9.6,0,0,9.8,43,20,48,20,40,23,24,25,19,15,34,29,25,49,25,42,33,37,28,62,32,48,28,19,23,11,35,26,1,31,1,2012-13,,,2013,0
203117,Doron Lamb,Doron,1610612753,ORL,21.0,47,16,31,0.34,12.3,1.3,3.5,0.368,0.3,0.8,0.378,0.4,0.7,0.588,0.2,0.8,1.0,0.7,0.6,0.3,0.0,0.2,1.1,0.7,3.3,-1.8,5.7,0,0,5.8,39,47,30,60,38,45,36,64,31,36,16,50,43,54,57,51,56,38,51,48,63,46,43,42,43,49,54,26,1,52,2,2012-13,,,2013,0
203110,Draymond Green,Draymond,1610612744,GSW,23.0,79,45,34,0.57,13.4,1.1,3.3,0.327,0.2,0.8,0.209,0.6,0.7,0.818,0.7,2.6,3.3,0.7,0.6,0.5,0.3,0.2,2.0,0.7,2.9,-1.0,9.7,0,0,8.7,4,4,28,25,32,50,42,72,36,33,45,37,48,13,29,14,18,39,41,20,26,61,13,40,49,35,34,26,1,37,1,2012-13,,,2013,0
203095,Evan Fournier,Evan,1610612743,DEN,20.0,38,25,13,0.658,11.3,2.0,4.0,0.493,0.6,1.4,0.407,0.8,1.0,0.769,0.2,0.8,0.9,1.2,0.8,0.5,0.0,0.6,1.7,0.8,5.3,1.6,8.9,0,0,9.0,47,24,54,17,44,26,31,17,18,24,9,27,28,23,58,54,57,19,26,23,61,13,26,32,27,6,40,26,1,35,1,2012-13,,,2013,0
203097,Fab Melo,Fab,1610612738,BOS,23.0,6,3,3,0.5,6.0,0.5,1.0,0.5,0.0,0.0,0.0,0.2,0.7,0.25,0.0,0.5,0.5,0.0,0.2,0.3,0.3,0.0,1.2,0.3,1.2,-1.2,3.6,0,0,3.0,72,73,68,33,62,70,73,12,52,65,52,67,49,72,72,66,68,76,74,35,25,69,41,62,71,41,63,26,1,67,1,2012-13,,,2013,0
203105,Festus Ezeli,Festus,1610612744,GSW,23.0,78,44,34,0.564,14.4,0.9,2.2,0.438,0.0,0.0,0.0,0.6,1.0,0.531,1.8,2.2,4.0,0.3,0.8,0.3,0.9,0.3,2.0,1.0,2.4,-0.7,10.6,0,0,9.2,5,5,28,27,31,56,58,32,52,65,52,38,27,63,7,18,12,59,31,44,5,30,12,25,55,27,30,26,1,33,1,2012-13,,,2013,0
203084,Harrison Barnes,Harrison,1610612744,GSW,21.0,81,46,35,0.568,25.4,3.4,7.8,0.439,0.6,1.8,0.359,1.8,2.3,0.758,0.7,3.5,4.1,1.2,1.2,0.6,0.2,0.6,1.7,2.0,9.2,0.6,17.2,4,0,16.8,3,3,26,26,9,9,8,30,17,17,20,7,8,29,31,7,10,17,11,13,41,10,24,7,5,12,12,8,1,12,1,2012-13,,,2013,0
203156,Henry Sims,Henry,1610612740,NOH,23.0,2,0,2,0.0,2.4,1.0,1.5,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,2.0,0.5,2.7,0,0,3.0,78,78,72,78,76,54,67,2,52,65,52,73,73,73,20,77,54,76,53,72,63,69,66,75,63,14,68,26,1,67,1,2012-13,,,2013,0
203109,Jae Crowder,Jae,1610612742,DAL,22.0,78,41,37,0.526,17.3,1.8,4.7,0.384,0.8,2.5,0.328,0.6,0.9,0.644,0.4,1.9,2.4,1.2,0.6,0.8,0.2,0.2,1.6,0.9,5.0,-0.4,12.2,0,0,11.5,5,6,20,31,19,29,26,53,10,7,26,35,32,46,42,20,28,18,44,9,33,47,29,29,28,21,21,26,1,23,1,2012-13,,,2013,0
203099,Jared Cunningham,Jared,1610612742,DAL,22.0,8,4,4,0.5,3.2,0.8,1.8,0.429,0.3,0.4,0.667,0.3,0.3,1.0,0.1,0.3,0.4,0.1,0.3,0.1,0.0,0.4,0.4,0.3,2.0,-1.1,2.8,0,0,3.0,69,68,66,33,73,62,62,39,34,42,1,62,69,1,63,72,70,73,69,66,63,22,69,69,63,40,67,26,1,67,1,2012-13,,,2013,0
203096,Jared Sullinger,Jared,1610612738,BOS,21.0,45,22,23,0.489,19.8,2.5,5.0,0.493,0.0,0.1,0.2,1.0,1.4,0.746,2.0,3.8,5.9,0.8,0.6,0.5,0.5,0.7,3.4,1.9,6.0,0.9,16.5,4,0,14.6,42,33,40,38,14,18,22,18,50,51,46,14,18,35,4,5,4,33,42,25,16,7,1,8,22,10,13,8,1,14,1,2012-13,,,2013,0
202363,Jarvis Varnado,Jarvis,1610612748,MIA,25.0,13,10,3,0.769,4.5,0.2,0.5,0.429,0.0,0.0,0.0,0.2,0.3,0.5,0.2,0.5,0.7,0.2,0.5,0.1,0.2,0.2,0.8,0.3,0.6,-1.8,2.0,0,0,2.0,66,58,68,7,66,76,78,39,52,65,52,69,65,65,59,64,65,65,56,69,45,60,58,65,77,50,74,26,1,75,2,2012-13,,,2013,0
203106,Jeffery Taylor,Jeffery,1610612766,CHA,24.0,77,18,59,0.234,19.6,2.2,5.2,0.431,0.7,2.0,0.344,1.0,1.3,0.728,0.7,1.3,1.9,0.8,0.6,0.6,0.2,0.5,1.8,0.9,6.1,-3.5,11.5,0,0,11.2,10,44,1,73,15,22,21,36,15,13,22,19,20,36,30,43,37,30,45,15,38,15,23,28,19,75,27,26,1,24,1,2012-13,,,2013,0
203087,Jeremy Lamb,Jeremy,1610612760,OKC,21.0,23,20,3,0.87,6.4,1.0,3.0,0.353,0.4,1.3,0.3,0.6,0.6,1.0,0.2,0.6,0.8,0.2,0.3,0.1,0.1,0.3,0.6,0.3,3.1,-2.0,4.6,0,0,4.8,58,36,68,3,60,51,45,66,28,26,31,34,53,1,55,62,63,66,68,68,52,40,65,66,44,54,59,26,1,57,1,2012-13,,,2013,0
200777,Joel Freeland,Joel,1610612757,POR,26.0,51,15,36,0.294,9.4,1.1,2.8,0.408,0.0,0.0,0.0,0.4,0.5,0.667,0.8,1.5,2.3,0.3,0.4,0.3,0.2,0.3,1.3,0.6,2.6,-1.8,6.8,0,0,6.2,34,48,23,67,51,48,48,46,52,65,52,54,56,42,26,32,29,61,64,51,34,39,37,47,53,52,48,26,1,49,1,2012-13,,,2013,0
203089,John Henson,John,1610612749,MIL,22.0,63,27,36,0.429,13.1,2.6,5.3,0.482,0.0,0.0,0.0,0.9,1.7,0.533,1.8,2.9,4.7,0.5,0.7,0.3,0.7,0.3,1.3,1.4,6.0,-0.6,14.6,6,0,13.2,21,20,23,43,34,16,18,19,52,59,52,24,13,62,6,9,7,46,32,41,10,31,36,15,21,25,16,6,1,18,1,2012-13,,,2013,0
203098,John Jenkins,John,1610612737,ATL,22.0,61,30,31,0.492,14.8,2.1,4.8,0.446,0.9,2.3,0.384,1.0,1.1,0.843,0.3,1.3,1.5,0.9,0.7,0.2,0.2,0.2,0.6,0.7,6.1,-2.0,9.8,0,0,10.2,24,11,30,37,28,25,25,27,8,10,14,20,26,11,49,44,48,26,39,58,42,56,62,37,18,57,33,26,1,29,1,2012-13,,,2013,0
202685,Jonas Valančiūnas,Jonas,1610612761,TOR,21.0,62,25,37,0.403,23.9,3.3,5.9,0.557,0.0,0.0,0.0,2.4,3.0,0.789,2.0,4.0,6.0,0.7,1.5,0.3,1.3,0.5,3.0,2.5,8.9,-2.0,20.3,8,0,18.7,23,24,20,47,10,11,16,6,52,65,52,4,4,20,5,4,3,36,5,49,3,18,3,3,7,56,7,3,1,7,1,2012-13,,,2013,0
203006,Josh Akognon,Josh,1610612742,DAL,27.0,3,2,1,0.667,2.9,0.7,1.3,0.5,0.3,0.7,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.0,0.0,1.7,-1.7,2.6,0,0,2.7,75,76,74,14,75,64,71,12,30,37,2,73,73,73,72,69,72,54,76,72,63,69,45,75,65,46,71,26,1,70,1,2012-13,,,2013,0
203200,Justin Holiday,Justin,1610612755,PHI,24.0,9,4,5,0.444,15.8,1.8,5.3,0.333,0.4,1.8,0.25,0.7,0.9,0.75,0.0,1.6,1.6,1.7,1.0,0.3,0.7,0.2,0.8,0.7,4.7,1.3,11.0,0,0,10.3,68,68,63,42,25,30,18,68,24,18,41,32,36,31,72,31,47,11,20,35,10,49,57,41,30,7,29,26,1,28,1,2012-13,,,2013,0
203088,Kendall Marshall,Kendall,1610612756,PHX,21.0,48,12,36,0.25,14.6,1.2,3.1,0.371,0.5,1.5,0.315,0.2,0.3,0.571,0.1,0.8,0.9,3.0,1.2,0.5,0.1,0.1,1.0,0.5,3.0,-3.9,8.9,0,0,8.4,37,53,23,70,29,46,43,62,22,23,28,67,66,56,65,52,60,5,15,28,53,63,45,50,46,77,39,26,1,39,1,2012-13,,,2013,0
203145,Kent Bazemore,Kent,1610612744,GSW,23.0,61,34,27,0.557,4.4,0.7,1.9,0.371,0.2,0.6,0.294,0.4,0.7,0.614,0.1,0.3,0.4,0.4,0.3,0.3,0.1,0.1,0.4,0.5,2.0,-0.6,3.7,0,0,3.6,24,8,34,29,67,63,60,63,37,38,33,47,44,51,66,71,71,52,67,47,57,66,67,54,62,24,62,26,1,62,1,2012-13,,,2013,0
203158,Kevin Jones,Kevin,1610612739,CLE,23.0,32,5,27,0.156,10.4,1.3,3.3,0.402,0.0,0.0,0.0,0.3,0.5,0.6,1.2,1.3,2.4,0.3,0.3,0.3,0.2,0.4,0.8,0.5,3.0,1.7,7.4,1,0,6.6,51,67,34,77,46,41,40,49,52,65,52,59,58,53,14,45,26,56,69,46,44,21,56,55,47,5,45,17,1,47,1,2012-13,,,2013,0
203122,Kevin Murphy,Kevin,1610612762,UTA,23.0,17,11,6,0.647,3.1,0.4,1.6,0.25,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.1,0.0,0.0,0.2,0.1,0.9,-2.6,1.3,0,0,1.4,62,54,62,18,74,72,64,75,45,46,46,73,73,73,72,73,76,74,73,71,63,69,75,74,75,70,77,26,1,76,1,2012-13,,,2013,0
203114,Khris Middleton,Khris,1610612765,DET,21.0,27,9,18,0.333,17.6,2.3,5.2,0.44,0.5,1.7,0.311,1.0,1.2,0.844,0.1,1.7,1.9,1.0,0.4,0.6,0.1,0.3,2.0,0.9,6.1,1.0,11.6,0,0,10.9,55,60,45,61,16,20,20,29,20,21,29,16,24,10,61,27,39,20,58,19,47,32,15,31,20,9,25,26,1,26,1,2012-13,,,2013,0
203119,Kim English,Kim,1610612765,DET,24.0,41,13,28,0.317,9.9,1.0,2.7,0.375,0.3,1.2,0.28,0.5,0.7,0.724,0.2,0.7,0.9,0.6,0.5,0.4,0.1,0.2,1.1,0.6,2.9,-1.4,5.9,0,0,5.7,44,51,33,65,48,53,49,58,29,27,36,42,46,37,56,59,59,42,55,32,55,54,42,46,48,42,53,26,1,54,1,2012-13,,,2013,0
203126,Kris Joseph,Kris,1610612751,BKN,24.0,10,7,3,0.7,5.4,0.2,1.4,0.143,0.0,0.3,0.0,0.5,0.8,0.625,0.1,0.6,0.7,0.1,0.2,0.3,0.0,0.1,0.3,0.4,0.9,-0.6,2.6,0,0,2.3,67,64,68,9,64,77,70,77,52,45,52,43,40,50,64,60,64,75,72,43,63,65,73,58,74,26,70,26,1,72,2,2012-13,,,2013,0
203124,Kyle O'Quinn,Kyle,1610612753,ORL,23.0,57,11,46,0.193,11.2,1.8,3.5,0.513,0.0,0.0,0.0,0.5,0.8,0.667,1.1,2.5,3.7,0.9,0.6,0.2,0.5,0.4,1.9,0.9,4.1,-1.0,11.1,2,0,9.9,29,54,11,75,45,31,38,11,52,63,52,41,41,42,16,16,15,27,40,59,17,27,17,30,32,34,28,12,1,30,1,2012-13,,,2013,0
202713,Kyle Singler,Kyle,1610612765,DET,25.0,82,29,53,0.354,28.0,3.4,7.8,0.428,0.9,2.4,0.35,1.2,1.5,0.806,1.3,2.7,4.0,0.9,1.2,0.7,0.5,0.6,2.6,1.5,8.8,-2.0,17.3,1,0,16.9,1,15,5,58,5,10,7,41,9,8,21,10,15,17,13,12,11,24,14,11,18,11,4,13,8,53,11,17,1,11,1,2012-13,,,2013,0
202545,Luke Zeller,Luke,1610612756,PHX,26.0,16,6,10,0.375,3.6,0.6,1.6,0.346,0.1,0.3,0.2,0.0,0.0,0.0,0.1,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.3,0.0,1.2,-2.6,2.2,0,0,2.1,63,65,56,53,71,66,65,67,44,44,46,73,73,73,68,63,67,68,76,72,63,69,72,75,70,69,73,26,1,74,1,2012-13,,,2013,0
203146,Maalik Wayns,Maalik,1610612746,LAC,22.0,27,10,17,0.37,7.5,1.0,3.3,0.295,0.3,1.1,0.226,0.6,0.7,0.895,0.0,0.2,0.3,1.0,0.6,0.2,0.0,0.3,1.0,0.6,2.8,-2.2,4.7,0,0,4.8,55,58,48,55,57,55,41,74,33,28,43,33,47,7,71,74,75,21,50,55,63,28,51,48,51,60,58,26,1,59,2,2012-13,,,2013,0
203104,Marquis Teague,Marquis,1610612741,CHI,20.0,48,24,24,0.5,8.2,0.9,2.4,0.381,0.1,0.5,0.174,0.2,0.3,0.563,0.1,0.9,0.9,1.3,0.7,0.2,0.1,0.3,1.0,0.3,2.1,-0.2,5.4,0,0,5.0,37,26,39,33,54,58,54,57,43,40,50,65,61,58,68,49,58,14,33,60,49,41,49,67,60,19,56,26,1,56,1,2012-13,,,2013,0
203090,Maurice Harkless,Maurice,1610612753,ORL,20.0,76,18,58,0.237,26.0,3.4,7.4,0.461,0.4,1.5,0.274,1.0,1.7,0.57,1.6,2.8,4.4,0.7,0.9,1.2,0.8,0.7,1.9,1.2,8.2,-6.2,19.5,1,0,17.7,13,44,2,72,7,7,9,22,27,22,37,22,12,57,11,10,9,40,23,2,9,8,16,21,11,78,8,17,1,9,1,2012-13,,,2013,0
203086,Meyers Leonard,Meyers,1610612757,POR,21.0,69,28,41,0.406,17.5,2.2,4.0,0.545,0.0,0.1,0.429,1.0,1.3,0.809,1.2,2.5,3.7,0.5,0.7,0.2,0.6,0.3,2.4,1.3,5.5,-2.2,12.0,1,0,11.1,19,17,14,46,17,24,30,7,47,53,7,15,22,16,15,15,14,48,34,61,12,38,6,18,26,61,22,17,1,25,1,2012-13,,,2013,0
203077,Michael Kidd-Gilchrist,Michael,1610612766,CHA,19.0,78,20,58,0.256,26.0,3.6,7.9,0.458,0.0,0.1,0.222,1.8,2.4,0.749,1.7,4.2,5.8,1.5,1.3,0.7,0.9,1.2,2.1,1.9,9.0,-3.7,21.8,6,0,19.6,5,36,2,69,8,5,6,23,49,50,44,6,7,33,9,3,5,13,9,12,7,1,8,9,6,76,6,6,1,6,1,2012-13,,,2013,0
203118,Mike Scott,Mike,1610612737,ATL,24.0,40,19,21,0.475,9.4,1.8,3.7,0.476,0.0,0.0,0.0,1.1,1.4,0.768,1.0,1.8,2.8,0.3,0.5,0.1,0.1,0.4,0.8,0.9,4.6,-1.1,8.3,2,0,7.9,46,41,43,39,50,32,33,21,52,62,52,12,18,25,21,23,22,58,52,67,59,22,55,26,31,37,43,12,1,43,1,2012-13,,,2013,0
203101,Miles Plumlee,Miles,1610612754,IND,24.0,14,9,5,0.643,3.9,0.4,1.5,0.238,0.0,0.0,0.0,0.2,0.3,0.75,0.9,0.7,1.6,0.1,0.2,0.0,0.2,0.2,0.4,0.1,0.9,-0.9,3.5,0,0,3.1,65,60,63,19,68,73,67,76,52,65,52,64,67,31,24,58,46,71,71,72,35,50,70,72,73,31,65,26,1,66,1,2012-13,,,2013,0
203141,Mirza Teletovic,Mirza,1610612751,BKN,27.0,53,28,25,0.528,9.4,1.3,3.5,0.384,0.7,2.0,0.343,0.2,0.2,0.818,0.6,1.2,1.8,0.4,0.4,0.2,0.2,0.2,1.0,0.4,3.5,-0.4,7.2,0,0,7.3,32,17,37,30,49,42,35,54,14,12,23,66,71,13,34,47,42,49,62,53,46,55,45,59,41,20,46,26,1,44,1,2012-13,,,2013,0
201986,Nando De Colo,Nando,1610612759,SAS,26.0,72,50,22,0.694,12.8,1.5,3.3,0.436,0.4,1.1,0.378,0.5,0.6,0.795,0.3,1.6,1.9,1.9,1.1,0.6,0.1,0.2,1.2,0.8,3.8,-0.5,9.8,0,0,9.4,17,2,41,10,35,37,39,34,25,29,17,44,52,19,46,29,38,10,16,18,53,52,39,33,36,23,32,26,1,32,1,2012-13,,,2013,0
203111,Orlando Johnson,Orlando,1610612754,IND,24.0,51,31,20,0.608,12.1,1.4,3.5,0.4,0.7,1.8,0.383,0.5,0.6,0.719,0.4,1.8,2.2,0.9,0.6,0.2,0.2,0.4,1.0,0.5,4.0,-0.1,8.6,0,0,8.5,34,10,44,21,41,39,34,50,13,16,15,46,50,40,43,24,31,25,48,56,40,26,45,51,35,16,42,26,1,38,1,2012-13,,,2013,0
203143,Pablo Prigioni,Pablo,1610612752,NYK,36.0,78,53,25,0.679,16.2,1.3,2.8,0.455,0.7,1.7,0.396,0.3,0.3,0.88,0.5,1.3,1.8,3.0,1.1,0.9,0.0,0.1,1.6,0.9,3.5,2.2,11.9,0,0,10.9,5,1,37,12,24,44,47,26,16,20,10,58,64,8,37,41,40,3,17,8,62,64,30,27,42,4,24,26,1,27,1,2012-13,,,2013,0
201976,Patrick Beverley,Patrick,1610612745,HOU,24.0,41,23,18,0.561,17.4,1.9,4.6,0.418,0.9,2.3,0.375,0.8,1.0,0.829,1.1,1.6,2.7,2.9,1.1,0.9,0.5,0.2,2.0,1.2,5.6,2.9,16.2,0,0,14.8,44,29,45,28,18,28,27,42,7,9,18,25,29,12,18,30,23,6,18,5,15,58,10,20,24,3,14,26,1,13,1,2012-13,,,2013,0
203103,Perry Jones III,Perry,1610612760,OKC,21.0,38,30,8,0.789,7.4,1.0,2.6,0.394,0.0,0.1,0.0,0.3,0.4,0.667,0.3,1.3,1.6,0.3,0.4,0.1,0.2,0.2,0.6,0.3,2.3,0.0,5.1,0,0,4.8,47,11,58,6,58,52,50,51,52,57,52,60,59,42,47,40,45,60,60,65,43,59,63,68,56,15,57,26,1,58,1,2012-13,,,2013,0
203112,Quincy Acy,Quincy,1610612761,TOR,22.0,29,13,16,0.448,11.8,1.4,2.6,0.56,0.0,0.1,0.5,1.1,1.3,0.816,1.0,1.6,2.7,0.4,0.6,0.4,0.5,0.2,1.8,1.1,4.0,3.3,10.1,0,0,9.0,53,51,51,41,42,38,51,5,48,55,2,13,21,15,19,28,24,51,46,30,14,57,20,24,34,2,31,26,1,36,1,2012-13,,,2013,0
203113,Quincy Miller,Quincy,1610612743,DEN,20.0,7,6,1,0.857,3.7,0.6,1.7,0.333,0.0,0.1,0.0,0.1,0.3,0.5,0.1,0.1,0.3,0.4,0.1,0.1,0.0,0.3,0.4,0.1,1.3,-0.7,2.6,0,0,2.3,71,65,74,4,70,65,63,68,52,49,52,71,67,65,62,76,74,50,75,64,63,35,68,72,69,28,72,26,1,73,1,2012-13,,,2013,0
203135,Robert Sacre,Robert,1610612747,LAL,24.0,32,19,13,0.594,6.4,0.6,1.5,0.375,0.0,0.0,0.0,0.2,0.3,0.636,0.3,0.8,1.1,0.2,0.3,0.0,0.3,0.3,1.2,0.3,1.3,-1.6,3.5,0,0,3.2,51,41,54,23,61,66,67,58,52,65,52,63,60,48,48,53,53,68,66,72,27,41,40,61,67,43,64,26,1,64,1,2012-13,,,2013,0
203159,Scott Machado,Scott,1610612744,GSW,23.0,6,4,2,0.667,3.5,0.5,1.0,0.5,0.0,0.2,0.0,0.3,0.3,1.0,0.0,0.2,0.2,1.0,1.3,0.3,0.0,0.0,0.0,0.2,1.3,-1.7,2.7,0,0,3.2,72,68,72,14,72,70,73,12,52,48,52,55,61,1,72,75,77,21,7,35,63,69,76,71,68,46,68,26,1,65,1,2012-13,,,2013,0
203093,Terrence Jones,Terrence,1610612745,HOU,21.0,19,9,10,0.474,14.5,2.3,4.9,0.457,0.3,1.0,0.263,0.7,0.9,0.765,1.5,1.9,3.4,0.8,0.7,0.6,1.0,0.5,1.1,0.7,5.5,-0.2,15.0,1,0,13.2,59,60,56,40,30,21,23,24,32,31,38,31,33,26,12,21,17,32,36,14,4,14,44,38,25,18,15,17,1,17,1,2012-13,,,2013,0
203082,Terrence Ross,Terrence,1610612761,TOR,22.0,73,29,44,0.397,17.0,2.5,6.3,0.407,0.9,2.7,0.332,0.4,0.6,0.714,0.5,1.5,2.0,0.7,0.7,0.6,0.2,0.3,1.7,0.6,6.4,-0.9,11.5,0,0,11.5,15,15,13,49,20,17,15,48,6,5,25,51,55,41,40,35,36,35,38,16,39,34,27,44,16,33,26,26,1,22,1,2012-13,,,2013,0
203080,Thomas Robinson,Thomas,1610612745,HOU,22.0,70,30,40,0.429,15.1,2.0,4.6,0.43,0.0,0.0,0.0,0.8,1.6,0.523,1.7,2.8,4.5,0.7,1.3,0.6,0.4,0.5,1.8,1.3,4.8,-2.1,12.8,3,0,11.8,18,11,17,43,27,27,28,37,52,64,52,26,14,64,8,11,8,41,10,17,21,17,22,16,29,59,19,10,1,20,2,2012-13,,,2013,0
203317,Tim Ohlbrecht,Tim,1610612745,HOU,24.0,3,3,0,1.0,3.9,0.3,1.0,0.333,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.3,0.3,0.3,1.3,0.3,0.0,0.0,0.3,0.3,1.0,-2.3,1.6,0,0,2.3,75,73,77,1,69,74,73,68,52,65,52,55,61,1,72,69,72,54,7,35,63,69,71,62,72,64,76,26,1,71,1,2012-13,,,2013,0
203100,Tony Wroten,Tony,1610612763,MEM,20.0,35,28,7,0.8,7.8,0.9,2.5,0.384,0.1,0.5,0.25,0.6,0.8,0.724,0.4,0.4,0.8,1.2,0.8,0.2,0.1,0.4,1.0,0.6,2.6,-1.6,5.6,0,0,5.4,50,17,61,5,56,57,53,55,42,41,41,36,38,37,44,67,61,16,29,54,51,25,50,45,54,44,55,26,1,55,1,2012-13,,,2013,0
